,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Company,YEAR
18294,Spawn of Frankenstein (Earth-One),,,Green Eyes,Brown Hair,Male Characters,,Living Characters,13.0,"1973, February",,DC,1973.0
18295,Cassandra Craft (New Earth),Public Identity,Neutral Characters,Grey Eyes,White Hair,Female Characters,,Living Characters,13.0,"1972, February",,DC,1972.0
18296,Slig (New Earth),,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,13.0,"1971, May",,DC,1971.0
18297,"Deimos, God of Terror (New Earth)",Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,13.0,"1969, August",,DC,1969.0
18298,Neil Richards (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,13.0,"1967, February",,DC,1967.0
18299,Tzin-Tzin (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,13.0,"1966, August",,DC,1966.0
18300,King Ra-Man (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,13.0,"1965, July",,DC,1965.0
18301,Sea Imp (New Earth),,Neutral Characters,,,Male Characters,,Living Characters,13.0,"1965, April",,DC,1965.0
18302,Wendi Harris (New Earth),,,,Black Hair,Female Characters,,Living Characters,13.0,"1965, June",,DC,1965.0
18303,Bromwell Stikk (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,13.0,"1964, July",,DC,1964.0
18304,Paul Gambi (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,13.0,"1963, December",,DC,1963.0
18305,Loki (New Earth),,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,13.0,"1961, September",,DC,1961.0
18306,Xotar (New Earth),,Bad Characters,,,Male Characters,,Living Characters,13.0,"1960, May",,DC,1960.0
18307,Percy Sheldrake (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,13.0,"1950, December",,DC,1950.0
18308,Neptune (New Earth),Public Identity,,,,Male Characters,,Living Characters,13.0,"1945, September",,DC,1945.0
18309,Dionysus (New Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,13.0,"1941, December",,DC,1941.0
18310,Dala (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,13.0,"1939, October",,DC,1939.0
18311,"Gary Concord, Jr. (New Earth)",,Good Characters,,,Male Characters,,Living Characters,13.0,"1939, November",,DC,1939.0
18312,Lady of the Lake (New Earth),,Good Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,13.0,"1936, February",,DC,1936.0
18313,Clarence Charles Batson V (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,13.0,,,DC,
18314,Chad Graham (New Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,13.0,,,DC,
18315,Richard Morse (New Earth),Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,12.0,"2011, March",,DC,2011.0
18316,Tanga (New Earth),Public Identity,Good Characters,,Purple Hair,Female Characters,,Living Characters,12.0,"2011, March",,DC,2011.0
18317,Toby Henston (New Earth),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2011, February",,DC,2011.0
18318,Nicholas Cho (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2010, August",,DC,2010.0
18319,Weaponer (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,12.0,"2010, August",,DC,2010.0
18320,Alyce Sinner (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,12.0,"2009, December",,DC,2009.0
18321,Astrild Storm-Daughter (New Earth),Public Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,12.0,"2009, June",,DC,2009.0
18322,Axel Baines (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"2009, November",,DC,2009.0
18323,Jennifer Warren (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"2009, May",,DC,2009.0
18324,Akisha (New Earth),,,,,Female Characters,,Living Characters,12.0,"2008, July",,DC,2008.0
18325,April Clarkson (New Earth),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,12.0,"2008, July",,DC,2008.0
18326,Lieutenant Carson (New Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2008, July",,DC,2008.0
18327,Nathan Prince (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"2008, April",,DC,2008.0
18328,Vice (New Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,12.0,"2008, December",,DC,2008.0
18329,Daniel Khalifa (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12.0,"2007, March",,DC,2007.0
18330,Kamandi (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"2007, September",,DC,2007.0
18331,Katarina Armstrong (New Earth),,,Green Eyes,Blond Hair,Female Characters,,Living Characters,12.0,"2007, January",,DC,2007.0
18332,Simon Dark (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12.0,"2007, December",,DC,2007.0
18333,Enigma (New Earth),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,12.0,"2006, September",,DC,2006.0
18334,Immortal Man in Darkness (New Earth),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2006, June",,DC,2006.0
18335,Silica (New Earth),Public Identity,Neutral Characters,White Eyes,Pink Hair,Female Characters,,Deceased Characters,12.0,"2006, December",,DC,2006.0
18336,Young Frankenstein (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2006, September",,DC,2006.0
18337,Alonzo Malrey (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,12.0,"2005, May",,DC,2005.0
18338,Sebastian Blood IX (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,12.0,"2004, January",,DC,2004.0
18339,Travis Clevenger (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"2004, September",,DC,2004.0
18340,William Matthews (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,12.0,"2004, July",,DC,2004.0
18341,Constantine Drakon (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2003, August",,DC,2003.0
18342,James Corrigan II (New Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,12.0,"2003, December",,DC,2003.0
18343,"Isis, Goddess of Fertility (New Earth)",Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12.0,"2002, January",,DC,2002.0
18344,Gray Lady (New Earth),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,12.0,"2000, March",,DC,2000.0
18345,Imperiex-Prime (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,12.0,"2000, February",,DC,2000.0
18346,Terrence Berg (New Earth),,Neutral Characters,,Blond Hair,Male Characters,Homosexual Characters,Living Characters,12.0,"2000, October",,DC,2000.0
18347,Black Flash (New Earth),,Neutral Characters,,,Male Characters,,Living Characters,12.0,"1998, June",,DC,1998.0
18348,Chanda Madan (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,12.0,"1998, November",,DC,1998.0
18349,Vicious (New Earth),Secret Identity,Bad Characters,Black Eyes,White Hair,Female Characters,,Living Characters,12.0,"1998, June",,DC,1998.0
18350,Dennis Samuel Ellis (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"1997, April",,DC,1997.0
18351,Nunzio (New Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1997, August",,DC,1997.0
18352,Dana Dearden (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,12.0,"1996, February",,DC,1996.0
18353,Hillary Chang (New Earth),Public Identity,,,,Female Characters,,Living Characters,12.0,"1996, February",,DC,1996.0
18354,Charnelle (New Earth),Secret Identity,Good Characters,,,Female Characters,,Living Characters,12.0,"1995, January",,DC,1995.0
18355,Fay Moffit (New Earth),,Bad Characters,Blue Eyes,Pink Hair,Female Characters,,Deceased Characters,12.0,"1995, November",,DC,1995.0
18356,Jayna (New Earth),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,12.0,"1995, October",,DC,1995.0
18357,Pamela Sweigeld (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12.0,"1995, July",,DC,1995.0
18358,Sledge (New Earth),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,12.0,"1995, January",,DC,1995.0
18359,Zan (New Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1995, October",,DC,1995.0
18360,Arnold Kaua (New Earth),,Neutral Characters,,,Male Characters,,Living Characters,12.0,"1994, March",,DC,1994.0
18361,Barbara Gordon (Zero Hour),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,12.0,"1994, September",,DC,1994.0
18362,Caz Sallucci (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1994, April",,DC,1994.0
18363,Liam Hawkleigh (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12.0,"1994, May",,DC,1994.0
18364,Megan Darrow (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12.0,"1994, April",,DC,1994.0
18365,Shatterfist II (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12.0,"1994, May",,DC,1994.0
18366,William Twotrees (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1994, December",,DC,1994.0
18367,Gunther Van Horn (New Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,12.0,"1993, October",,DC,1993.0
18368,Titus Czonka (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12.0,"1993, November",,DC,1993.0
18369,Anne-Marie Brogan (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,12.0,"1992, September",,DC,1992.0
18370,Iqula (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1992, February",,DC,1992.0
18371,Jennifer Jurden (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,12.0,"1992, February",,DC,1992.0
18372,Tabu Singh (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1992, September",,DC,1992.0
18373,Jeb Friedman (New Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,12.0,"1991, October",,DC,1991.0
18374,Thesily (New Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,12.0,"1991, December",,DC,1991.0
18375,Flex Mentallo (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12.0,"1990, August",,DC,1990.0
18376,John Butcher (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1990, May",,DC,1990.0
18377,Tascha Pushkin (New Earth),,Good Characters,,,Female Characters,,Living Characters,12.0,"1990, February",,DC,1990.0
18378,Andrew Greenwald (New Earth),,Good Characters,,,Male Characters,,Living Characters,12.0,"1989, January",,DC,1989.0
18379,Artemio Villareal (New Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1989, November",,DC,1989.0
18380,Chuy Salinas (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1989, August",,DC,1989.0
18381,Curtis DeVore (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,12.0,"1989, November",,DC,1989.0
18382,Despair (New Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,12.0,"1989, November",,DC,1989.0
18383,Edward Ferbel (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1989, January",,DC,1989.0
18384,Jason Praxis (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"1989, February",,DC,1989.0
18385,Lester Lee (New Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"1989, January",,DC,1989.0
18386,Mervyn Pumpkinhead (New Earth),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,12.0,"1989, May",,DC,1989.0
18387,Sturgis Butterfield (New Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,12.0,"1989, January",,DC,1989.0
18388,Harold Melrose (New Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,12.0,"1988, October",,DC,1988.0
18389,Jason (New Earth),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,1988,,DC,1988.0
18390,Matango (New Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,12.0,"1988, November",,DC,1988.0
18391,Oliversity (New Earth),,Good Characters,,,Male Characters,,Deceased Characters,12.0,"1988, March",,DC,1988.0
18392,Unknown Soldier II (New Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,12.0,"1988, December",,DC,1988.0
18393,Christine Fenton (New Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,12.0,"1987, August",,DC,1987.0
18394,Diana Rockwell (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,12.0,"1987, December",,DC,1987.0
18395,Garrison Slate (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1987, May",,DC,1987.0
18396,Jonathan Lord (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1987, September",,DC,1987.0
18397,Sea Wolf (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,12.0,"1987, June",,DC,1987.0
18398,Ubermensch (New Earth),,Bad Characters,Black Eyes,,Male Characters,,Living Characters,12.0,"1987, June",,DC,1987.0
18399,Wesley Fermin (New Earth),,Neutral Characters,,,Male Characters,,Deceased Characters,12.0,"1987, February",,DC,1987.0
18400,Bernard Ferguson (New Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,12.0,"1986, June",,DC,1986.0
18401,Brenda Valentine (New Earth),Public Identity,,,Black Hair,Female Characters,,Living Characters,12.0,"1986, January",,DC,1986.0
18402,Denton Fixx (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"1986, January",,DC,1986.0
18403,Theresa Zimmer (New Earth),,Bad Characters,Red Eyes,Black Hair,Female Characters,,Deceased Characters,12.0,"1986, December",,DC,1986.0
18404,Bolphunga (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1985, May",,DC,1985.0
18405,Mekanique (New Earth),Secret Identity,Neutral Characters,Photocellular Eyes,,Female Characters,,Living Characters,12.0,"1985, October",,DC,1985.0
18406,Mzzttexxal (New Earth),,Bad Characters,,,Female Characters,,Living Characters,12.0,"1985, February",,DC,1985.0
18407,Syonide II (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Homosexual Characters,Deceased Characters,12.0,"1985, March",,DC,1985.0
18408,Tao Jones (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,12.0,"1985, August",,DC,1985.0
18409,Jackhammer (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,12.0,"1984, May",,DC,1984.0
18410,Jogarr (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,12.0,"1984, November",,DC,1984.0
18411,Luther Mannkin (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1984, September",,DC,1984.0
18412,Mayflower (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,12.0,"1984, September",,DC,1984.0
18413,Scoopshovel (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,12.0,"1984, May",,DC,1984.0
18414,Sparkler (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,12.0,"1984, September",,DC,1984.0
18415,Hollika Rahn (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,12.0,"1983, April",,DC,1983.0
18416,Jivan Shi (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12.0,"1983, March",,DC,1983.0
18417,Prince Moonstone (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,12.0,"1983, December",,DC,1983.0
18418,Terri Kurtzberger (New Earth),,,,Red Hair,Female Characters,,Living Characters,12.0,"1983, October",,DC,1983.0
18419,Black-Cloud-In-Morning (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12.0,"1982, June",,DC,1982.0
18420,Loretta York (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,12.0,"1982, October",,DC,1982.0
18421,Elliot Taylor (New Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1980, November",,DC,1980.0
18422,Clive Yorkin (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"1979, February",,DC,1979.0
18423,Mongo Ironhand (New Earth),,Good Characters,,,Male Characters,,Living Characters,12.0,"1979, December",,DC,1979.0
18424,Anubis (New Earth),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1975, December",,DC,1975.0
18425,O-Sensei (New Earth),,Good Characters,,,Male Characters,,Deceased Characters,12.0,"1975, May",,DC,1975.0
18426,Angry Charlie (New Earth),,Good Characters,Yellow Eyes,,Male Characters,,Living Characters,12.0,"1972, January",,DC,1972.0
18427,Harvey Lockman (New Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"1971, March",,DC,1971.0
18428,Ne-ahn (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"1968, May",,DC,1968.0
18429,Charles Vicker (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,12.0,"1967, September",,DC,1967.0
18430,Silver Shannon (New Earth),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,12.0,"1967, June",,DC,1967.0
18431,"Stanley Dover, Younger (New Earth)",Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"1966, January",,DC,1966.0
18432,Charles Brown (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,12.0,"1960, August",,DC,1960.0
18433,Jess Bright (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"1959, September",,DC,1959.0
18434,Simon Ecks (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,12.0,"1958, November",,DC,1958.0
18435,Mad Hatter II (New Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,12.0,"1956, April",,DC,1956.0
18436,William Great Eagle (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12.0,"1954, September",,DC,1954.0
18437,Christopher Ambler (New Earth),Public Identity,,Blue Eyes,Red Hair,Male Characters,,Living Characters,12.0,"1950, September",,DC,1950.0
18438,Mercury (Roman God) (New Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,12.0,"1944, May",,DC,1944.0
18439,Delores Winters (New Earth),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,12.0,"1940, January",,DC,1940.0
18440,Darrell Dane (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,12.0,"1939, December",,DC,1939.0
18441,Jupiter (New Earth),,Good Characters,,White Hair,Male Characters,,Living Characters,12.0,,,DC,
18442,Pegasus (New Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,12.0,,,DC,
18443,Asteroth (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,12.0,,,DC,
18444,Eric Lindahl (New Earth),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"2011, February",,DC,2011.0
18445,Blanca (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,"2010, January",,DC,2010.0
18446,Galahad II (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"2010, September",,DC,2010.0
18447,Blume (New Earth),Public Identity,Bad Characters,,,,,Living Characters,11.0,"2009, April",,DC,2009.0
18448,Kitrina Falcone (New Earth),Secret Identity,Neutral Characters,Green Eyes,,Female Characters,,Living Characters,11.0,"2009, December",,DC,2009.0
18449,Nora Thompson (New Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,11.0,"2009, June",,DC,2009.0
18450,Clock King II (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11.0,"2008, April",,DC,2008.0
18451,Fury-6 (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"2008, December",,DC,2008.0
18452,Lynx II (New Earth),Secret Identity,Neutral Characters,Amber Eyes,Black Hair,Female Characters,,Living Characters,11.0,"2008, December",,DC,2008.0
18453,Marius Dimeter (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,11.0,"2008, December",,DC,2008.0
18454,Peter Farelli (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,11.0,"2008, February",,DC,2008.0
18455,Razorburn (New Earth),Secret Identity,Bad Characters,,Blue Hair,Male Characters,,Living Characters,11.0,"2008, January",,DC,2008.0
18456,David Sargent (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"2007, April",,DC,2007.0
18457,Elizabeth Granger (New Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,11.0,"2007, December",,DC,2007.0
18458,Jonar Jon Carter (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11.0,"2007, October",,DC,2007.0
18459,Peyton Riley (New Earth),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,11.0,"2007, March",,DC,2007.0
18460,Thomas Kirk (New Earth),,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"2007, December",,DC,2007.0
18461,Von Daggle (New Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11.0,"2007, February",,DC,2007.0
18462,Bride (New Earth),,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11.0,"2006, April",,DC,2006.0
18463,Doctor Impossible (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"2006, October",,DC,2006.0
18464,K. Russell Abernathy (New Earth),Public Identity,Bad Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,11.0,"2006, May",,DC,2006.0
18465,Norman Madison (New Earth),,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,11.0,"2006, January",,DC,2006.0
18466,Shen Li Po (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,"2006, July",,DC,2006.0
18467,Silent Majority II (New Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11.0,"2006, June",,DC,2006.0
18468,Johnny Cloud II (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,"2005, July",,DC,2005.0
18469,Lok Neboora (New Earth),,Good Characters,,,Male Characters,,Living Characters,11.0,"2005, October",,DC,2005.0
18470,Miguel Devante (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"2005, August",,DC,2005.0
18471,Linda Friitawa (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Female Characters,,Living Characters,11.0,"2004, July",,DC,2004.0
18472,Saffron Bell (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,11.0,"2004, September",,DC,2004.0
18473,Starshrike (New Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11.0,"2002, April",,DC,2002.0
18474,Odalys Valdez (New Earth),,,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,11.0,"2001, December",,DC,2001.0
18475,Stheno (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,"2001, February",,DC,2001.0
18476,Blank Slate (New Earth),,Bad Characters,,,,,Living Characters,11.0,"2000, March",,DC,2000.0
18477,Blockade (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"2000, March",,DC,2000.0
18478,Gemini De Mille (New Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,11.0,"2000, January",,DC,2000.0
18479,Killer Wasp (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"2000, April",,DC,2000.0
18480,Serpenteen (New Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"2000, March",,DC,2000.0
18481,Simon Culp (New Earth),,Bad Characters,Black Eyes,White Hair,Male Characters,,Deceased Characters,11.0,"2000, March",,DC,2000.0
18482,Wesley Thomas (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,11.0,"2000, September",,DC,2000.0
18483,Aliki Marceau (New Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1999, June",,DC,1999.0
18484,Margot Marceau (New Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1999, June",,DC,1999.0
18485,Sharon Vance (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,11.0,"1999, October",,DC,1999.0
18486,Ace Atchinson (New Earth),Public Identity,,Green Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1998, September",,DC,1998.0
18487,Gorr (New Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,11.0,"1998, April",,DC,1998.0
18488,Growler (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1998, April",,DC,1998.0
18489,Howler (New Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,11.0,"1998, April",,DC,1998.0
18490,Ishmael (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,11.0,"1998, December",,DC,1998.0
18491,Noble (New Earth),,Bad Characters,Orange Eyes,Grey Hair,Male Characters,,Living Characters,11.0,"1998, December",,DC,1998.0
18492,Terry Chase (New Earth),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1998, January",,DC,1998.0
18493,Ali Ben Khadir (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1997, August",,DC,1997.0
18494,Alejandro Sanchez (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1996, February",,DC,1996.0
